PROJECTCODE,TRAP,LOCATION,Lon,Lat,UTM X,UTM Y
SWIFT TRAP ARRAY,W,WG08,144.87341,13.51542,269827.4349,1495134.238
SWIFT TRAP ARRAY,W,WG09,144.87341,13.5153,269827.2797,1495121.449
SWIFT TRAP ARRAY,W,WG10,144.87341,13.51519,269827.3528,1495108.856
SWIFT TRAP ARRAY,W,WG11,144.87341,13.51508,269827.2384,1495096.697
SWIFT TRAP ARRAY,W,WG12,144.87341,13.51496,269826.7178,1495083.748
SWIFT TRAP ARRAY,W,WH01,144.87336,13.51623,269822.35,1495223.14
SWIFT TRAP ARRAY,W,WH02,144.87329,13.51613,269815.5743,1495212.512
SWIFT TRAP ARRAY,W,WH03,144.87324,13.51603,269809.4694,1495201.486
SWIFT TRAP ARRAY,W,WH04,144.87318,13.51594,269802.534,1495191.515
SWIFT TRAP ARRAY,W,WH05,144.87312,13.51584,269796.726,1495180.482
SWIFT TRAP ARRAY,W,WH06,144.87306,13.51574,269790.1547,1495169.746
SWIFT TRAP ARRAY,W,WH07,144.87301,13.51564,269783.9185,1495159.193
SWIFT TRAP ARRAY,W,WH08,144.87295,13.51554,269777.2787,1495148.064
SWIFT TRAP ARRAY,W,WH09,144.87289,13.51544,269771.3742,1495137.319
SWIFT TRAP ARRAY,W,WH10,144.87283,13.51535,269765.0986,1495126.766
SWIFT TRAP ARRAY,W,WH11,144.87278,13.51525,269758.6359,1495116.031
SWIFT TRAP ARRAY,W,WH12,144.87271,13.51515,269751.6059,1495105.452
SWIFT TRAP ARRAY,W,WI01,144.87331,13.51627,269817.82,1495227.73
SWIFT TRAP ARRAY,W,WI02,144.87321,13.51621,269806.726,1495221.758
SWIFT TRAP ARRAY,W,WI03,144.87311,13.51616,269795.8274,1495215.924
SWIFT TRAP ARRAY,W,WI04,144.87301,13.5161,269784.9311,1495209.821
SWIFT TRAP ARRAY,W,WI05,144.87291,13.51604,269773.7498,1495203.718
SWIFT TRAP ARRAY,W,WI06,144.87281,13.51599,269763.3005,1495197.538
SWIFT TRAP ARRAY,W,WI07,144.87271,13.51593,269752.2752,1495191.148
SWIFT TRAP ARRAY,W,WI08,144.87261,13.51587,269741.461,1495185.13
SWIFT TRAP ARRAY,W,WI09,144.87251,13.51582,269730.4548,1495179.317
SWIFT TRAP ARRAY,W,WI10,144.87241,13.51576,269719.4503,1495173.321
SWIFT TRAP ARRAY,W,WI11,144.87231,13.51571,269708.7979,1495167.137
SWIFT TRAP ARRAY,W,WI12,144.87221,13.51565,269697.8577,1495161.123
SWIFT TRAP ARRAY,W,WJ01,144.8733,13.51632,269816.17,1495233.99
SWIFT TRAP ARRAY,W,WJ02,144.87319,13.51633,269804.1439,1495234.699
SWIFT TRAP ARRAY,W,WJ03,144.87307,13.51633,269791.6964,1495234.803
SWIFT TRAP ARRAY,W,WJ04,144.87295,13.51633,269778.9925,1495234.907
SWIFT TRAP ARRAY,W,WJ05,144.87283,13.51632,269765.9632,1495234.757
SWIFT TRAP ARRAY,W,WJ06,144.87272,13.51633,269753.4115,1495235.41
SWIFT TRAP ARRAY,W,WJ07,144.8726,13.51633,269740.9569,1495235.508
SWIFT TRAP ARRAY,W,WJ08,144.87249,13.51632,269728.4885,1495234.541
SWIFT TRAP ARRAY,W,WJ09,144.87238,13.51632,269716.2751,1495234.658
SWIFT TRAP ARRAY,W,WJ10,144.87226,13.51632,269703.861,1495234.749
SWIFT TRAP ARRAY,W,WJ11,144.87215,13.51632,269691.4017,1495235.398
SWIFT TRAP ARRAY,W,WJ12,144.87203,13.51632,269678.5501,1495235.538
SWIFT TRAP ARRAY,W,WK01,144.87331,13.51638,269817.94,1495240.54
SWIFT TRAP ARRAY,W,WK02,144.87321,13.51644,269807.2647,1495247.321
SWIFT TRAP ARRAY,W,WK03,144.87311,13.5165,269796.2487,1495253.583
SWIFT TRAP ARRAY,W,WK04,144.87302,13.51655,269786.0577,1495260.1
SWIFT TRAP ARRAY,W,WK05,144.87292,13.51661,269775.2737,1495266.659
SWIFT TRAP ARRAY,W,WK06,144.87281,13.51667,269764.0145,1495272.773
SWIFT TRAP ARRAY,W,WK07,144.87271,13.51672,269753.1,1495278.774
SWIFT TRAP ARRAY,W,WK08,144.8726,13.51677,269741.2651,1495284.98
SWIFT TRAP ARRAY,W,WK09,144.87251,13.51683,269730.9438,1495290.781
SWIFT TRAP ARRAY,W,WK10,144.8724,13.51688,269719.9095,1495296.942
SWIFT TRAP ARRAY,W,WK11,144.8723,13.51693,269709.0842,1495302.903
SWIFT TRAP ARRAY,W,WK12,144.87221,13.51699,269698.5946,1495308.875
SWIFT TRAP ARRAY,W,WL01,144.87335,13.51642,269822,1495245
SWIFT TRAP ARRAY,W,WL02,144.8733,13.51652,269816.5575,1495256.658
SWIFT TRAP ARRAY,W,WL03,144.87324,13.51662,269810.1684,1495267.454
SWIFT TRAP ARRAY,W,WL04,144.87318,13.51671,269803.4818,1495277.2
SWIFT TRAP ARRAY,W,WL05,144.87312,13.51681,269797.3207,1495288.601
SWIFT TRAP ARRAY,W,WL06,144.87307,13.51691,269791.8958,1495299.951
SWIFT TRAP ARRAY,W,WL07,144.87301,13.51701,269785.6553,1495310.548
SWIFT TRAP ARRAY,W,WL08,144.87295,13.51711,269778.9551,1495321.411
SWIFT TRAP ARRAY,W,WL09,144.87289,13.5172,269772.9112,1495332.118
SWIFT TRAP ARRAY,W,WL10,144.87283,13.5173,269766.8259,1495343.084
SWIFT TRAP ARRAY,W,WL11,144.87278,13.5174,269760.9347,1495353.882
SWIFT TRAP ARRAY,W,WL12,144.87272,13.5175,269754.7974,1495365.402
SWIFT TRAP ARRAY,W,WR01,144.87341,13.51678,269828.8352,1495284.632
SWIFT TRAP ARRAY,W,WR02,144.87353,13.51676,269841.963,1495282.178
SWIFT TRAP ARRAY,W,WR03,144.87365,13.51671,269854.7041,1495276.782
SWIFT TRAP ARRAY,W,WR04,144.87374,13.51664,269864.1729,1495269.417
SWIFT TRAP ARRAY,W,WR05,144.87382,13.51655,269872.5431,1495259.092
SWIFT TRAP ARRAY,W,WR06,144.87386,13.51644,269877.2973,1495246.566
SWIFT TRAP ARRAY,W,WR07,144.87388,13.51632,269879.0042,1495233.29
SWIFT TRAP ARRAY,W,WR08,144.87386,13.51621,269876.719,1495221.151
SWIFT TRAP ARRAY,W,WR09,144.87382,13.5161,269871.9779,1495209.064
SWIFT TRAP ARRAY,W,WR10,144.87374,13.516,269864.0056,1495198.368
SWIFT TRAP ARRAY,W,WR11,144.87365,13.51593,269853.9091,1495190.649
SWIFT TRAP ARRAY,W,WR12,144.87354,13.51588,269841.6696,1495185.618
SWIFT TRAP ARRAY,W,WR13,144.87342,13.51587,269828.5906,1495183.805
SWIFT TRAP ARRAY,W,WR14,144.87329,13.51589,269815.0356,1495186.307
SWIFT TRAP ARRAY,W,WR15,144.87318,13.51594,269802.534,1495191.515
SWIFT TRAP ARRAY,W,WR16,144.87309,13.516,269792.8458,1495199.188
SWIFT TRAP ARRAY,W,WR17,144.87301,13.5161,269784.9311,1495209.821
SWIFT TRAP ARRAY,W,WR18,144.87297,13.51621,269780.4754,1495221.985
SWIFT TRAP ARRAY,W,WR19,144.87295,13.51633,269778.9925,1495234.907
SWIFT TRAP ARRAY,W,WR20,144.87296,13.51644,269780.239,1495248.071
SWIFT TRAP ARRAY,W,WR21,144.87302,13.51655,269786.0577,1495260.1
SWIFT TRAP ARRAY,W,WR22,144.87309,13.51665,269793.7154,1495270.251
SWIFT TRAP ARRAY,W,WR23,144.87318,13.51671,269803.4818,1495277.2
SWIFT TRAP ARRAY,W,WR24,144.87329,13.51676,269815.9594,1495282.796
SWIFT TRAP ARRAY,D,DQ01,144.88146,13.51142,270694.75,1494684.04
SWIFT TRAP ARRAY,D,DQ02,144.88146,13.51142,270694.75,1494684.04
SWIFT TRAP ARRAY,D,DQ03,144.88146,13.51142,270694.75,1494684.04
SWIFT TRAP ARRAY,D,DQ04,144.88146,13.51142,270694.75,1494684.04
SWIFT TRAP ARRAY,N,NQ01,144.87504,13.51165,270000.37,1494715.05
SWIFT TRAP ARRAY,N,NQ02,144.87504,13.51165,270000.37,1494715.05
SWIFT TRAP ARRAY,N,NQ03,144.87504,13.51165,270000.37,1494715.05
SWIFT TRAP ARRAY,N,NQ04,144.87504,13.51165,270000.37,1494715.05
SWIFT TRAP ARRAY,W,WQ01,144.87342,13.51633,269829.01,1495234.15
SWIFT TRAP ARRAY,W,WQ02,144.87342,13.51633,269829.01,1495234.15
SWIFT TRAP ARRAY,W,WQ03,144.87342,13.51633,269829.01,1495234.15
SWIFT TRAP ARRAY,W,WQ04,144.87342,13.51633,269829.01,1495234.15
